date_collected,specimen_ID,name,sex,age,row,column,position_on_face,estimated_intradermal_length_mm,extradermal_length_mm,estimated_total_length_mm
28/06/2018,900006000156501,Williams,Female,Adult,F,1,F1,5.5,87,92.5
26/06/2018,900006000170244,Edberg,Male,Adult,C,1,C1,5.4,38,43.4
28/06/2018,900006000170415,Asahi,Female,Adult,B,1,B1,4.9,75,79.9
26/06/2018,900006000170940,Comaneci,Female,Adult,F,1,F1,5.5,70.5,76.0
28/06/2018,900006000171249,Yurovsky,Female,Adult,E,1,E1,5.5,65.5,71.0
26/06/2018,900006000171649,Thorpe,Male,Adult,D,1,D1,5.7,39.5,45.2
26/06/2018,900006000172720,Halep,Female,Adult,C,1,C1,5.4,100,105.4
28/06/2018,900006000210892,Rosewall,Male,Adult,B,1,B1,4.9,71,75.9
18/06/2019,900164001721694,Kohoutek,Male,Yearling,C,1,C1,5.4,122,127.4
09/06/2018,943094320340389,Sebastian,Male,Adult,D,1,D1,5.7,51.5,57.2
01/09/2018,943094320340406,Io,Female,Adult,D,1,D1,5.7,108,113.7
03/06/2018,943094320340419,Napoleon,Male,Adult,C,1,C1,5.4,113,118.4
06/09/2018,943094320388172,Kennedy,Male,Adult,C,1,C1,5.4,73,78.4
24/08/2018,943094320388245,Zagreb,Male,Adult,D,1,D1,5.7,78,83.7
08/05/2019,943094320388245,Zagreb,Male,Adult,B,1,B1,4.9,82,86.9
11/07/2018,943094320388370,Amsterdam,Male,Adult,C,1,C1,5.4,80,85.4
07/07/2018,943094320388804,Frangipani,Female,Adult,E,1,E1,5.5,79,84.5
10/09/2018,943094320388804,Frangipani,Female,Adult,E,1,E1,5.5,96.5,102.0
07/06/2019,943094320388804,Frangipani,Female,Adult,C,1,C1,5.4,89.5,94.9
05/06/2018,943094320388819,Jefferson,Male,Adult,B,1,B1,4.9,132,136.9
17/05/2019,943094320388819,Jefferson,Male,Adult,C,1,C1,5.4,49,54.4
26/06/2019,943094320388819,Jefferson,Male,Adult,F,1,F1,5.5,56,61.5
10/09/2018,943094320422094,Questa,Female,Adult,C,1,C1,5.4,61.5,66.9
18/08/2018,943094320422698,Pavlova,Female,Adult,E,1,E1,5.5,72,77.5
07/05/2019,943094320422698,Pavlova,Female,Adult,C,1,C1,5.4,94,99.4
06/09/2018,943094320422910,Umm,Female,Adult,E,1,E1,5.5,80.5,86.0
04/09/2018,943094320451190,Eleanor,Female,Adult,F,1,F1,5.5,63.5,69.0
22/05/2019,943094320451190,Eleanor,Female,Adult,E,1,E1,5.5,88.5,94.0
18/08/2018,943094320451785,Yerusha,Female,Adult,C,1,C1,5.4,48,53.4
30/06/2019,943094320451785,Yerusha,Female,Adult,D,1,D1,5.7,63.5,69.2
05/09/2018,943094320451865,Furina,Female,Adult,C,1,C1,5.4,81,86.4
12/07/2018,943094320483241,Bhutto,Female,Adult,D,1,D1,5.7,92,97.7
03/09/2018,943094320483451,Odile,Female,Adult,C,1,C1,5.4,121,126.4
21/08/2018,943094320483552,Dodoma,Female,Adult,F,1,F1,5.5,100.5,106.0
09/05/2019,943094320483636,Sydney,Male,Adult,C,1,C1,5.4,90,95.4
05/09/2018,943094320483771,Lincoln,Male,Adult,E,1,E1,5.5,58.5,64.0
19/05/2019,943094320483771,Lincoln,Male,Adult,B,1,B1,4.9,63,67.9
20/08/2018,943094320483875,Kiev,Male,Adult,B,1,B1,4.9,57.5,62.4
06/05/2019,943094320483875,Kiev,Male,Adult,E,1,E1,5.5,90,95.5
13/07/2018,943094320483886,Funafuti,Male,Adult,D,1,D1,5.7,80,85.7
07/06/2018,943094320483916,Tallinn,Male,Adult,A,1,A1,3.7,101,104.7
19/09/2018,943094320483916,Tallinn,Male,Adult,F,1,F1,5.5,80,85.5
05/09/2018,943094320483922,Marvell,Male,Adult,D,1,D1,5.7,74,79.7
16/05/2019,943094320483922,Marvell,Male,Adult,C,1,C1,5.4,115,120.4
04/10/2018,943094320483937,Mimosa,Female,Adult,C,1,C1,5.4,113.5,118.9
18/08/2018,943094320483963,Ottawa,Female,Adult,C,1,C1,5.4,75,80.4
04/06/2018,943094320483973,Lulu,Female,Adult,B,1,B1,4.9,84.5,89.4
14/09/2018,943094320483973,Lulu,Female,Adult,E,1,E1,5.5,105.5,111.0
08/07/2018,943094320483985,Vilnius,Male,Adult,D,1,D1,5.7,80.5,86.2
06/05/2019,943094320483985,Vilnius,Male,Adult,C,1,C1,5.4,51.5,56.9
19/08/2018,943094320483986,Echuca,Female,Adult,C,1,C1,5.4,124,129.4
22/08/2018,943094320484017,Oslo,Male,Adult,E,1,E1,5.5,84,89.5
10/05/2019,943094320484024,Ixtapa,Female,Adult,D,1,D1,5.7,89,94.7
02/08/2018,943094320494415,Bellatrix,Female,Adult,C,1,C1,5.4,93,98.4
26/09/2018,943094320494415,Bellatrix,Female,Adult,E,1,E1,5.5,38,43.5
04/02/2019,943094320494415,Bellatrix,Female,Adult,C,1,C1,5.4,38.5,43.9
01/09/2018,943094320494571,Sholokhov,Male,Adult,C,1,C1,5.4,111,116.4
17/05/2019,943094320494571,Sholokhov,Male,Adult,C,1,C1,5.4,116,121.4
22/09/2018,943094320494649,Javelina,Female,Adult,B,1,B1,4.9,76,80.9
15/06/2019,943094320494649,Javelina,Female,Adult,D,1,D1,5.7,104,109.7
03/06/2018,943094320494653,Arno,Male,Adult,C,1,C1,5.4,122,127.4
15/09/2018,943094320494653,Arno,Male,Adult,D,1,D1,5.7,98,103.7
25/06/2019,943094320494653,Arno,Male,Adult,C,1,C1,5.4,126,131.4
19/07/2018,943094320494667,Askella,Female,Adult,B,1,B1,4.9,127,131.9
21/05/2019,943094320494671,Raleigh,Male,Adult,B,1,B1,4.9,102,106.9
21/09/2018,943094320494689,Talitha,Female,Adult,B,1,B1,4.9,144,148.9
16/06/2019,943094320494689,Talitha,Female,Adult,D,1,D1,5.7,113,118.7
24/09/2018,943094320494692,Furud,Male,Adult,E,1,E1,5.5,88.5,94.0
03/02/2019,943094320494692,Furud,Male,Adult,C,1,C1,5.4,61,66.4
21/09/2018,943094320494694,Jysetha,Female,Adult,E,1,E1,5.5,85,90.5
01/08/2018,943094320494785,Indi,Female,Adult,D,1,D1,5.7,106,111.7
21/09/2018,943094320494785,Indi,Female,Adult,C,1,C1,5.4,93.5,98.9
04/02/2019,943094320494785,Indi,Female,Adult,B,1,B1,4.9,63,67.9
04/09/2018,943094320494797,Quincy,Male,Adult,C,1,C1,5.4,64,69.4
20/08/2018,943094320494832,Windhoek,Male,Adult,D,1,D1,5.7,73.5,79.2
22/05/2019,943094320494843,Indus,Male,Adult,C,1,C1,5.4,78.5,83.9
26/09/2018,943094320494849,Spica,Female,Adult,C,1,C1,5.4,78,83.4
19/07/2018,943094320494851,Arcturus,Male,Adult,B,1,B1,4.9,89.5,94.4
23/09/2018,943094320494851,Arcturus,Male,Adult,E,1,E1,5.5,85.5,91.0
03/02/2019,943094320494851,Arcturus,Male,Adult,F,1,F1,5.5,118,123.5
15/06/2019,943094320494851,Arcturus,Male,Adult,C,1,C1,5.4,45,50.4
04/06/2018,943094320494854,Fulda,Female,Adult,D,1,D1,5.7,95,100.7
16/09/2018,943094320494854,Fulda,Female,Adult,E,1,E1,5.5,98.5,104.0
04/09/2018,943094320494858,Vaughan,Male,Adult,E,1,E1,5.5,110,115.5
08/06/2018,943094320494868,Fraser,Male,Adult,C,1,C1,5.4,122,127.4
18/09/2018,943094320494868,Fraser,Male,Adult,C,1,C1,5.4,54.5,59.9
17/09/2018,943094320494923,Hudson,Male,Adult,C,1,C1,5.4,82,87.4
26/06/2019,943094320494923,Hudson,Male,Adult,D,1,D1,5.7,148.5,154.2
22/09/2018,943094320494981,Fenrir,Female,Adult,E,1,E1,5.5,72,77.5
03/02/2019,943094320494981,Fenrir,Female,Adult,E,1,E1,5.5,68,73.5
06/06/2018,943094320494999,Ebro,Male,Adult,A,1,A1,3.7,102,105.7
17/09/2018,943094320494999,Ebro,Male,Adult,D,1,D1,5.7,125,130.7
23/11/2018,943094320494999,Ebro,Male,Adult,D,1,D1,5.7,106,111.7
26/06/2019,943094320494999,Ebro,Male,Adult,D,1,D1,5.7,46,51.7
03/06/2018,943094320495010,Haina,Female,Adult,D,1,D1,5.7,117,122.7
16/09/2018,943094320495010,Haina,Female,Adult,B,1,B1,4.9,88,92.9
24/11/2018,943094320495010,Haina,Female,Adult,B,1,B1,4.9,104,108.9
25/06/2019,943094320495010,Haina,Female,Adult,C,1,C1,5.4,111,116.4
31/08/2018,943094320495019,Purcell,Male,Adult,F,1,F1,5.5,88.5,94.0
23/09/2018,943094320495093,Deucalion,Male,Adult,E,1,E1,5.5,107.5,113.0
09/02/2019,943094320495093,Deucalion,Male,Adult,D,1,D1,5.7,65,70.7
21/08/2018,943094320495401,Valletta,Female,Adult,D,1,D1,5.7,56.5,62.2
06/09/2018,943094320495415,Xanthe,Female,Adult,D,1,D1,5.7,121.5,127.2
14/09/2018,943094320495423,Upsala,Female,Adult,D,1,D1,5.7,87,92.7
12/07/2018,943094320495427,Peron,Female,Adult,C,1,C1,5.4,128,133.4
11/07/2018,943094320495483,Hawke,Male,Adult,D,1,D1,5.7,138.5,144.2
02/08/2018,943094320495531,Inigo,Male,Adult,D,1,D1,5.7,59.5,65.2
21/09/2018,943094320495552,Diana,Female,Adult,B,1,B1,4.9,68,72.9
19/06/2019,943094320495552,Diana,Female,Adult,E,1,E1,5.5,46,51.5
02/08/2018,943094320495582,Goya,Male,Adult,E,1,E1,5.5,70.5,76.0
21/08/2018,943094320495586,Clyde,Male,Adult,B,1,B1,4.9,72.5,77.4
09/05/2019,943094320495586,Clyde,Male,Adult,D,1,D1,5.7,96,101.7
05/09/2018,943094320495606,Wyatt,Male,Adult,E,1,E1,5.5,99.5,105.0
20/05/2019,943094320495606,Wyatt,Male,Adult,C,1,C1,5.4,119,124.4
03/06/2018,943094320495612,Brahmaputra,Female,Adult,E,1,E1,5.5,81,86.5
24/11/2018,943094320495612,Brahmaputra,Female,Adult,D,1,D1,5.7,79,84.7
25/06/2019,943094320495612,Brahmaputra,Female,Adult,B,1,B1,4.9,74.5,79.4
01/09/2018,943094320495614,Savitri,Female,Adult,F,1,F1,5.5,62.5,68.0
20/05/2019,943094320495614,Savitri,Female,Adult,E,1,E1,5.5,67,72.5
02/08/2018,943094320495678,Jeffo Junior,Male,Adult,B,1,B1,4.9,68,72.9
09/02/2019,943094320495678,Jeffo Junior,Male,Adult,C,1,C1,5.4,53,58.4
17/06/2019,943094320495678,Jeffo Junior,Male,Adult,D,1,D1,5.7,97.5,103.2
23/09/2018,943094320495730,Alcott,Female,Adult,D,1,D1,5.7,126.5,132.2
03/02/2019,943094320495730,Alcott,Female,Adult,C,1,C1,5.4,64,69.4
18/06/2019,943094320495730,Alcott,Female,Adult,E,1,E1,5.5,89.5,95.0
18/07/2018,943094320495767,Catullus,Male,Adult,E,1,E1,5.5,60.5,66.0
12/09/2018,943094320495787,Xihua,Female,Adult,E,1,E1,5.5,86,91.5
10/05/2019,943094320495787,Xihua,Female,Adult,D,1,D1,5.7,88,93.7
18/07/2018,943094320495788,Hero,Female,Adult,F,1,F1,5.5,85.5,91.0
26/09/2018,943094320495788,Hero,Female,Adult,D,1,D1,5.7,96,101.7
21/09/2018,943094320495826,Keller,Female,Adult,D,1,D1,5.7,112,117.7
09/07/2018,943094320495897,Mandela,Male,Adult,D,1,D1,5.7,64,69.7
11/09/2018,943094320495897,Mandela,Male,Adult,E,1,E1,5.5,87,92.5
18/07/2018,943094320495900,Flaubert,Male,Adult,E,1,E1,5.5,58.5,64.0
22/09/2018,943094320495903,Clio,Female,Adult,D,1,D1,5.7,86,91.7
04/02/2019,943094320495903,Clio,Female,Adult,D,1,D1,5.7,50.5,56.2
15/06/2019,943094320495903,Clio,Female,Adult,E,1,E1,5.5,79.5,85.0
22/08/2018,943094320495914,Dhaulagiri,Male,Adult,C,1,C1,5.4,75,80.4
07/07/2018,943094320495931,Iliescu,Male,Adult,E,1,E1,5.5,52,57.5
11/09/2018,943094320495931,Iliescu,Male,Adult,D,1,D1,5.7,73.5,79.2
20/08/2018,943094320495943,Acatenango,Male,Adult,F,1,F1,5.5,76.5,82.0
07/07/2018,943094320495950,Bimberi,Male,Adult,C,1,C1,5.4,81,86.4
09/05/2019,943094320495950,Bimberi,Male,Adult,D,1,D1,5.7,87,92.7
09/07/2018,943094320495953,Castro,Male,Adult,C,1,C1,5.4,103,108.4
02/09/2018,943094320495963,Arcanine,Male,Adult,C,1,C1,5.4,118,123.4
17/05/2019,943094320495963,Arcanine,Male,Adult,D,1,D1,5.7,115,120.7
01/07/2018,982000356577889,Enqvist,Male,Adult,C,1,C1,5.4,119.5,124.9
29/06/2018,982000356707328,Liddell,Male,Adult,E,1,E1,5.5,67,72.5
01/07/2018,982000361918423,Xiong,Male,Adult,C,1,C1,5.4,101,106.4
26/06/2018,982000361921151,Vinci,Female,Adult,D,1,D1,5.7,96,101.7
29/06/2018,982000361969503,Queally,Male,Adult,C,1,C1,5.4,90.5,95.9
09/07/2018,982000365111989,Tsai,Female,Adult,D,1,D1,5.7,115.5,121.2
14/09/2018,982000365111989,Tsai,Female,Adult,D,1,D1,5.7,132.5,138.2
30/09/2018,982000365592349,Ulex,Male,Yearling,D,1,D1,5.7,141,146.7
15/09/2018,982000365594396,Clementine,Female,Yearling,F,1,F1,5.5,54,59.5
14/09/2018,982000365601187,Haloumi,Male,Adult,E,1,E1,5.5,82.5,88.0
07/07/2018,982000402221989,Licaria,Female,Adult,D,1,D1,5.7,135,140.7
29/09/2018,982000402221989,Licaria,Female,Adult,D,1,D1,5.7,127,132.7
29/05/2019,982000402221989,Licaria,Female,Adult,E,1,E1,5.5,92,97.5
11/08/2018,982000402222484,Pontchartrain,Male,Adult,C,1,C1,5.4,110,115.4
08/07/2018,982000402223211,Sirleaf,Female,Adult,F,1,F1,5.5,74,79.5
11/09/2018,982000402223211,Sirleaf,Female,Adult,E,1,E1,5.5,112,117.5
10/06/2019,982000402223211,Sirleaf,Female,Adult,D,1,D1,5.7,128.5,134.2
01/07/2018,982000405789835,Hoad,Male,Adult,B,1,B1,4.9,47,51.9
08/07/2018,982000405792275,Roquefort,Male,Yearling,C,1,C1,5.4,149,154.4
10/09/2018,982000405792275,Roquefort,Male,Yearling,F,1,F1,5.5,66,71.5
10/06/2019,982000405792275,Roquefort,Male,Adult,C,1,C1,5.4,126,131.4
08/07/2018,982000405792549,Testouri,Male,Yearling,B,1,B1,4.9,126,130.9
30/06/2018,982000405792597,Agassi,Male,Adult,E,1,E1,5.5,68,73.5
02/07/2018,982000405794113,Uhlirova,Female,Adult,C,1,C1,5.4,115,120.4
01/08/2018,982000405794349,Kiviuq,Male,Adult,D,1,D1,5.7,97,102.7
29/07/2018,982000405794391,Hamal,Male,Adult,E,1,E1,5.5,141,146.5
21/06/2019,982000405794391,Hamal,Male,Adult,C,1,C1,5.4,125.5,130.9
26/06/2018,982000405794704,Moya,Male,Adult,D,1,D1,5.7,64,69.7
02/08/2018,982000405794818,Labrum,Male,Adult,D,1,D1,5.7,102,107.7
10/09/2018,982000405795018,Gutta-Percha,Female,Yearling,F,1,F1,5.5,63,68.5
16/06/2019,982000405796922,Harak,Male,Adult,A,1,A1,3.7,76,79.7
27/06/2018,982000405797500,Youzhny,Male,Adult,C,1,C1,5.4,109,114.4
10/09/2018,982000405797807,Zumelle,Male,Yearling,E,1,E1,5.5,66.5,72.0
27/06/2018,982000405800390,Quirot,Female,Adult,F,1,F1,5.5,93.5,99.0
09/09/2018,982000405915146,Xynomizithra,Female,Yearling,B,1,B1,4.9,36.5,41.4
26/09/2018,982000405915157,Volantis,Male,Yearling,D,1,D1,5.7,45,50.7
03/02/2019,982000405915157,Volantis,Male,Yearling,D,1,D1,5.7,65.5,71.2
18/06/2019,982000405915157,Volantis,Male,Adult,F,1,F1,5.5,65,70.5
07/07/2018,982000405915312,Quadro,Male,Yearling,D,1,D1,5.7,143,148.7
01/06/2019,982000405916926,Vernicia,Female,Adult,D,1,D1,5.7,116,121.7
21/09/2018,982000405917091,Denebola,Female,Yearling,F,1,F1,5.5,81.5,87.0
23/09/2018,982000409535214,Quantz,Male,Yearling,C,1,C1,5.4,122,127.4
07/02/2019,982000409535214,Quantz,Male,Yearling,B,1,B1,4.9,82,86.9
31/05/2019,982000409535227,Chaplin,Male,Adult,C,1,C1,5.4,75,80.4
07/06/2019,982000410416388,Nungu,Male,Yearling,D,1,D1,5.7,111,116.7
05/06/2019,982000410417100,Emblica,Female,Yearling,C,1,C1,5.4,135.5,140.9
08/06/2019,982000410419460,Sweetsop,Male,Yearling,D,1,D1,5.7,146,151.7
05/06/2019,982000410419627,Kumquat,Male,Yearling,D,1,D1,5.7,136.5,142.2
10/06/2019,982000410419660,Wongi,Male,Adult,B,1,B1,4.9,68,72.9
10/05/2019,991001000620243,Yuna,Female,Adult,D,1,D1,5.7,124,129.7
13/08/2018,991001000620306,Bogoria,Female,Adult,D,1,D1,5.7,108,113.7
12/08/2018,991001000620394,Naivasha,Female,Adult,B,1,B1,4.9,90.5,95.4
02/10/2018,991001000620400,Elm,Male,Adult,B,1,B1,4.9,76.5,81.4
09/07/2018,991001000620452,Dunbarra,Female,Adult,E,1,E1,5.5,60.5,66.0
11/07/2018,991001000620452,Dunbarra,Female,Adult,F,1,F1,5.5,50,55.5
29/06/2018,991001000620453,Uchiyama,Male,Adult,E,1,E1,5.5,87.5,93.0
09/08/2018,991001000620460,Rudolf,Male,Adult,C,1,C1,5.4,146,151.4
28/06/2018,991001000620473,Tilden,Male,Adult,C,1,C1,5.4,129,134.4
01/07/2018,991001000620535,Tsurenko,Female,Adult,C,1,C1,5.4,142,147.4
03/02/2019,991001000620539,Charmander,Male,Adult,C,1,C1,5.4,113,118.4
20/06/2019,991001000620539,Charmander,Male,Adult,B,1,B1,4.9,63.5,68.4
05/06/2018,991001000620541,Altaria,Female,Adult,D,1,D1,5.7,110,115.7
11/07/2018,991001000620544,Gruyere,Male,Adult,C,1,C1,5.4,69.5,74.9
02/09/2018,991001000620547,Yaroslavna,Female,Adult,F,1,F1,5.5,67.5,73.0
09/07/2018,991001000620548,Coolea,Female,Adult,B,1,B1,4.9,107,111.9
15/09/2018,991001000620548,Coolea,Female,Adult,D,1,D1,5.7,44.5,50.2
27/06/2018,991001000620601,Qiang,Female,Adult,D,1,D1,5.7,92,97.7
28/06/2018,991001000620603,Kuerten,Male,Adult,E,1,E1,5.5,91.5,97.0
28/06/2018,991001000620608,Errani,Female,Adult,F,1,F1,5.5,134.5,140.0
01/07/2018,991001000620609,Cilic,Male,Adult,B,1,B1,4.9,88,92.9
24/09/2018,991001000620641,Okul,Male,Adult,D,1,D1,5.7,96,101.7
29/09/2018,991001000620642,Verbena,Female,Adult,D,1,D1,5.7,91.5,97.2
04/02/2019,991001000620647,Despina,Female,Adult,D,1,D1,5.7,131,136.7
04/06/2018,991001000620681,Kickapoo,Male,Adult,B,1,B1,4.9,107,111.9
04/06/2018,991001000620688,Niagara,Female,Adult,E,1,E1,5.5,126,131.5
14/09/2018,991001000620688,Niagara,Female,Adult,C,1,C1,5.4,129,134.4
11/09/2018,991001000620689,Alverca,Female,Adult,C,1,C1,5.4,106,111.4
07/07/2018,991001000620690,Werleigh,Female,Adult,F,1,F1,5.5,79,84.5
11/09/2018,991001000620690,Werleigh,Female,Adult,F,1,F1,5.5,56.5,62.0
11/06/2019,991001000620690,Werleigh,Female,Adult,C,1,C1,5.4,42,47.4
18/09/2018,991001000620703,Tanana,Female,Adult,D,1,D1,5.7,141,146.7
14/09/2018,991001000620705,Volga,Female,Adult,D,1,D1,5.7,89.5,95.2
04/06/2018,991001000620708,Orinoco,Male,Adult,E,1,E1,5.5,118,123.5
15/09/2018,991001000620708,Orinoco,Male,Adult,C,1,C1,5.4,123,128.4
26/06/2019,991001000620708,Orinoco,Male,Adult,C,1,C1,5.4,80,85.4
01/07/2018,991001000620721,Bartoli,Female,Adult,C,1,C1,5.4,127,132.4
30/06/2018,991001000620723,Rafter,Male,Adult,C,1,C1,5.4,57,62.4
01/07/2018,991001000620729,Pennetta,Female,Adult,B,1,B1,4.9,96.5,101.4
27/06/2018,991001000620738,Ashe,Male,Adult,D,1,D1,5.7,99.5,105.2
18/09/2018,991001000620775,Ranelva,Female,Adult,E,1,E1,5.5,113.5,119.0
25/06/2019,991001000620775,Ranelva,Female,Adult,B,1,B1,4.9,109,113.9
08/06/2018,991001000620777,Nile,Male,Adult,D,1,D1,5.7,67,72.7
16/09/2018,991001000620778,Liffey,Male,Adult,C,1,C1,5.4,135,140.4
09/05/2019,991001000621045,Isabirra,Female,Adult,C,1,C1,5.4,86,91.4
04/02/2019,991001000621049,Polaris,Male,Adult,D,1,D1,5.7,110,115.7
09/07/2018,991001000621050,Kashkaval,Male,Adult,C,1,C1,5.4,111.5,116.9
15/09/2018,991001000621050,Kashkaval,Male,Adult,D,1,D1,5.7,105,110.7
22/09/2018,991001000622547,Wei,Female,Adult,D,1,D1,5.7,138.5,144.2
04/02/2019,991001000622547,Wei,Female,Adult,D,1,D1,5.7,87,92.7
16/06/2019,991001000622547,Wei,Female,Adult,E,1,E1,5.5,130.5,136.0
02/08/2018,991001000622549,Xerouba,Female,Adult,E,1,E1,5.5,83,88.5
22/09/2018,991001000622549,Xerouba,Female,Adult,D,1,D1,5.7,120.5,126.2
04/02/2019,991001000622549,Xerouba,Female,Adult,E,1,E1,5.5,105.5,111.0
16/06/2019,991001000622549,Xerouba,Female,Adult,D,1,D1,5.7,91,96.7
18/06/2019,991001000622550,Kajam,Male,Adult,B,1,B1,4.9,64.5,69.4
18/05/2018,991001000622745,Becker,Male,Adult,E,1,E1,5.5,141.5,147.0
04/06/2018,991001001113317,Biafra,Female,Yearling,E,1,E1,5.5,121,126.5
16/09/2018,991001001113317,Biafra,Female,Yearling,C,1,C1,5.4,123.5,128.9
25/11/2018,991001001113317,Biafra,Female,Yearling,E,1,E1,5.5,94,99.5
28/06/2019,991001001113317,Biafra,Female,Adult,C,1,C1,5.4,133,138.4
03/06/2018,991001001113318,Aqaba,Female,Yearling,D,1,D1,5.7,134,139.7
28/06/2018,991001001113320,Yegorova,Female,Yearling,C,1,C1,5.4,130,135.4
28/06/2018,991001001113321,Witt,Female,Yearling,C,1,C1,5.4,126.5,131.9
27/06/2018,991001001113322,Boitano,Male,Yearling,B,1,B1,4.9,152.5,157.4
24/05/2018,991001001113323,Volinka,Female,Adult,B,1,B1,4.9,123,127.9
26/05/2018,991001001113324,Zurna,Female,Adult,C,1,C1,5.4,105.5,110.9
25/05/2018,991001001113325,Xylorimba,Female,Yearling,C,1,C1,5.4,128.5,133.9
26/05/2018,991001001113326,Bongo,Female,Yearling,C,1,C1,5.4,142,147.4
21/05/2018,991001001113337,Zhaleika,Female,Yearling,D,1,D1,5.7,95.5,101.2
21/05/2018,991001001113338,Robero,Male,Yearling,D,1,D1,5.7,138.5,144.2
21/05/2018,991001001113339,Tabla,Female,Adult,C,1,C1,5.4,86.5,91.9
22/05/2018,991001001113340,Biwa,Female,Adult,B,1,B1,4.9,116,120.9
22/05/2018,991001001113341,Theorbo,Male,Adult,C,1,C1,5.4,91.5,96.9
22/05/2018,991001001113342,Dotara,Female,Adult,E,1,E1,5.5,81.5,87.0
22/05/2018,991001001113343,Flauta,Female,Adult,B,1,B1,4.9,132.5,137.4
22/05/2018,991001001113344,Venu,Male,Yearling,C,1,C1,5.4,134,139.4
22/05/2018,991001001113345,Horagai,Female,Yearling,C,1,C1,5.4,104,109.4
20/05/2018,991001001113346,Rhaita,Female,Yearling,C,1,C1,5.4,124,129.4
20/05/2018,991001001113349,Lirone,Male,Yearling,D,1,D1,5.7,114,119.7
05/10/2018,991001001113350,Quandong,Male,Yearling,E,1,E1,5.5,39,44.5
27/05/2019,991001001113350,Quandong,Male,Adult,B,1,B1,4.9,107,111.9
10/09/2018,991001001113351,Manzarilla,Female,Yearling,C,1,C1,5.4,115.5,120.9
03/10/2018,991001001113352,Sorrel,Male,Yearling,C,1,C1,5.4,142.5,147.9
30/09/2018,991001001113354,Ramin,Male,Yearling,D,1,D1,5.7,136,141.7
10/08/2018,991001001113708,Alonnah,Male,Adult,D,1,D1,5.7,81,86.7
