date_collected,specimen_ID,name,sex,age,row,column,position_on_face,estimated_intradermal_length_mm,extradermal_length_mm,estimated_total_length_mm
16/06/2019,991001001626158,Maia,Female,Yearling,E,1,E1,5.5,62,67.5
30/06/2018,991001001626172,Jinxing,Female,Yearling,D,1,D1,5.7,131,136.7
30/06/2018,991001001626173,Amstel,Male,Yearling,B,1,B1,4.9,121,125.9
30/06/2018,991001001626174,Hansa,Female,Yearling,E,1,E1,5.5,98,103.5
19/07/2018,991001001626175,Nix,Female,Yearling,C,1,C1,5.4,140,145.4
22/09/2018,991001001626175,Nix,Female,Yearling,D,1,D1,5.7,85,90.7
19/07/2018,991001001626177,Fornjot,Male,Yearling,C,1,C1,5.4,87,92.4
06/02/2019,991001001626177,Fornjot,Male,Yearling,D,1,D1,5.7,74,79.7
19/06/2019,991001001626177,Fornjot,Male,Adult,D,1,D1,5.7,111,116.7
30/06/2018,991001001626178,Yifter,Male,Yearling,E,1,E1,5.5,136,141.5
30/06/2018,991001001626179,Wiggins,Male,Yearling,D,1,D1,5.7,93,98.7
12/09/2018,991001001626181,Huckleberry,Male,Yearling,D,1,D1,5.7,125,130.7
19/08/2018,991001001626182,Denali,Female,Yearling,D,1,D1,5.7,122.5,128.2
11/09/2018,991001001626183,Apricot,Female,Yearling,F,1,F1,5.5,64.5,70.0
12/08/2018,991001001626186,Invermay,Male,Yearling,C,1,C1,5.4,141,146.4
18/08/2018,991001001626188,Irazu,Male,Yearling,D,1,D1,5.7,134.5,140.2
06/05/2019,991001001626188,Irazu,Male,Adult,B,1,B1,4.9,98.5,103.4
12/08/2018,991001001626189,Yalka,Female,Yearling,D,1,D1,5.7,61,66.7
27/04/2019,991001001626189,Yalka,Female,Adult,D,1,D1,5.7,126,131.7
19/08/2018,991001001626190,Chacaltaya,Female,Yearling,D,1,D1,5.7,83,88.7
12/05/2019,991001001626190,Chacaltaya,Female,Adult,C,1,C1,5.4,104,109.4
22/05/2018,991001001626232,Maraca,Female,Adult,E,1,E1,5.5,114,119.5
22/05/2018,991001001626233,Charango,Male,Adult,C,1,C1,5.4,110,115.4
22/05/2018,991001001626234,Glockenspiel,Male,Adult,D,1,D1,5.7,105.5,111.2
23/05/2018,991001001626235,Ophizleice,Female,Adult,D,1,D1,5.7,124,129.7
22/05/2018,991001001626236,Erhu,Male,Adult,D,1,D1,5.7,20,25.7
23/05/2018,991001001626237,Ipu,Male,Adult,D,1,D1,5.7,117,122.7
23/05/2018,991001001626238,Mandolin,Male,Adult,C,1,C1,5.4,84,89.4
23/05/2018,991001001626239,Octavin,Male,Adult,B,1,B1,4.9,86,90.9
23/05/2018,991001001626240,Kissar,Male,Yearling,C,1,C1,5.4,146.5,151.9
29/06/2018,991001001626262,Nemov,Male,Adult,E,1,E1,5.5,61,66.5
02/07/2018,991001001626263,Yenda,Female,Yearling,D,1,D1,5.7,153,158.7
29/06/2018,991001001626265,Corona,Female,Yearling,C,1,C1,5.4,133,138.4
29/06/2018,991001001626266,Innis,Female,Yearling,C,1,C1,5.4,156.5,161.9
29/06/2018,991001001626267,Gueuze,Female,Adult,D,1,D1,5.7,130.5,136.2
29/06/2018,991001001626269,Kvass,Female,Yearling,B,1,B1,4.9,131,135.9
29/06/2018,991001001626270,Efes,Female,Adult,B,1,B1,4.9,107.5,112.4
23/05/2018,991001001626291,Xalam,Male,Adult,D,1,D1,5.7,52.5,58.2
23/05/2018,991001001626292,Jinghu,Female,Adult,C,1,C1,5.4,105,110.4
23/05/2018,991001001626293,Leiqin,Female,Adult,D,1,D1,5.7,86,91.7
24/05/2018,991001001626294,Piva,Female,Adult,B,1,B1,4.9,43,47.9
24/05/2018,991001001626295,Zither,Male,Adult,D,1,D1,5.7,155,160.7
24/05/2018,991001001626296,Timpani,Female,Adult,B,1,B1,4.9,96,100.9
23/05/2018,991001001626297,Igil,Female,Adult,C,1,C1,5.4,99,104.4
24/05/2018,991001001626298,Ney,Female,Adult,C,1,C1,5.4,126,131.4
24/05/2018,991001001626300,Ryuteki,Female,Adult,E,1,E1,5.5,78,83.5
01/05/2019,991001001626301,Boobyalla,Female,Yearling,D,1,D1,5.7,126.5,132.2
30/04/2019,991001001626303,Orford,Male,Yearling,C,1,C1,5.4,119,124.4
08/05/2019,991001001626304,Lassen,Male,Adult,D,1,D1,5.7,96,101.7
08/05/2019,991001001626305,Krakatoa,Female,Yearling,F,1,F1,5.5,81.5,87.0
08/05/2019,991001001626306,Jungfrau,Female,Yearling,C,1,C1,5.4,123,128.4
06/05/2019,991001001626308,Kilimanjaro,Male,Yearling,D,1,D1,5.7,128,133.7
30/04/2019,991001001626309,Marrawah,Male,Yearling,C,1,C1,5.4,128,133.4
09/08/2019,991001001626309,Marrawah,Male,Yearling,D,1,D1,5.7,53,58.7
06/05/2019,991001001626310,Haleakala,Female,Adult,C,1,C1,5.4,105.5,110.9
29/06/2018,991001001626312,Desyatka,Female,Yearling,E,1,E1,5.5,98,103.5
28/06/2018,991001001626315,Kahanamoku,Male,Adult,D,1,D1,5.7,29,34.7
28/06/2018,991001001626318,Monti,Male,Yearling,C,1,C1,5.4,119,124.4
29/06/2018,991001001626319,Baltika,Female,Yearling,E,1,E1,5.5,124.5,130.0
29/06/2018,991001001626320,Zagitova,Female,Yearling,F,1,F1,5.5,112.5,118.0
18/07/2018,991001001626321,Bergelmir,Male,Yearling,D,1,D1,5.7,149,154.7
25/09/2018,991001001626321,Bergelmir,Male,Yearling,E,1,E1,5.5,116,121.5
18/07/2018,991001001626322,Yildon,Male,Yearling,B,1,B1,4.9,123,127.9
18/07/2018,991001001626323,Xoth,Male,Yearling,D,1,D1,5.7,123,128.7
21/09/2018,991001001626323,Xoth,Male,Yearling,D,1,D1,5.7,68.5,74.2
10/02/2019,991001001626323,Xoth,Male,Yearling,E,1,E1,5.5,71,76.5
15/06/2019,991001001626323,Xoth,Male,Adult,D,1,D1,5.7,81.5,87.2
18/07/2018,991001001626324,Kitalpha,Female,Yearling,B,1,B1,4.9,113.5,118.4
22/09/2018,991001001626324,Kitalpha,Female,Yearling,C,1,C1,5.4,83,88.4
18/07/2018,991001001626325,Meissa,Female,Yearling,D,1,D1,5.7,136.5,142.2
19/07/2018,991001001626326,Castor,Male,Yearling,E,1,E1,5.5,115,120.5
24/09/2018,991001001626326,Castor,Male,Yearling,D,1,D1,5.7,133,138.7
18/07/2018,991001001626327,Aldebaran,Male,Yearling,D,1,D1,5.7,121,126.7
18/07/2018,991001001626328,Lyra,Female,Yearling,E,1,E1,5.5,122,127.5
23/09/2018,991001001626328,Lyra,Female,Yearling,E,1,E1,5.5,24,29.5
18/07/2018,991001001626329,Zibal,Male,Adult,D,1,D1,5.7,38,43.7
27/06/2018,991001001626331,Fosbury,Male,Yearling,C,1,C1,5.4,135,140.4
27/06/2018,991001001626332,Smetanina,Female,Yearling,C,1,C1,5.4,130,135.4
28/06/2018,991001001626334,Hoy,Male,Adult,F,1,F1,5.5,42.5,48.0
28/06/2018,991001001626336,Usha,Female,Yearling,E,1,E1,5.5,100.5,106.0
28/06/2018,991001001626337,Jernberg,Male,Yearling,C,1,C1,5.4,131,136.4
02/07/2018,991001001626338,Boag,Male,Adult,F,1,F1,5.5,30.5,36.0
27/06/2018,991001001626340,Daehlie,Male,Yearling,B,1,B1,4.9,121,125.9
11/07/2018,991001001626341,Vezzena,Female,Yearling,B,1,B1,4.9,115,119.9
12/07/2018,991001001626342,Coconut,Male,Adult,D,1,D1,5.7,123,128.7
02/07/2018,991001001626343,Estrella,Female,Yearling,D,1,D1,5.7,104,109.7
13/07/2018,991001001626344,Damson,Male,Adult,D,1,D1,5.7,119,124.7
09/09/2018,991001001626344,Damson,Male,Adult,C,1,C1,5.4,44.5,49.9
10/07/2018,991001001626345,Xygalo,Male,Yearling,B,1,B1,4.9,121,125.9
13/09/2018,991001001626345,Xygalo,Male,Yearling,C,1,C1,5.4,47.5,52.9
02/07/2018,991001001626346,Chimay,Female,Yearling,C,1,C1,5.4,116,121.4
12/07/2018,991001001626347,Avocado,Male,Yearling,C,1,C1,5.4,74.5,79.9
13/09/2018,991001001626347,Avocado,Male,Yearling,F,1,F1,5.5,31,36.5
12/07/2018,991001001626348,Bokchoy,Male,Yearling,C,1,C1,5.4,132,137.4
02/10/2018,991001001626348,Bokchoy,Male,Yearling,D,1,D1,5.7,141.5,147.2
11/07/2018,991001001626349,Urda,Female,Adult,C,1,C1,5.4,129,134.4
10/07/2018,991001001626350,Yunnan,Male,Yearling,D,1,D1,5.7,127,132.7
10/05/2019,991001001626350,Yunnan,Male,Adult,D,1,D1,5.7,87.5,93.2
01/07/2018,991001001626371,Palvasalmi,Female,Yearling,D,1,D1,5.7,114,119.7
02/07/2018,991001001626372,Viza,Female,Yearling,D,1,D1,5.7,122,127.7
01/07/2018,991001001626373,Rignes,Female,Yearling,D,1,D1,5.7,70,75.7
01/07/2018,991001001626374,Carlsberg,Male,Adult,A,1,A1,3.7,118,121.7
29/06/2018,991001001626375,Shaklin,Male,Yearling,E,1,E1,5.5,129.5,135.0
02/07/2018,991001001626376,Tecate,Female,Yearling,B,1,B1,4.9,99,103.9
02/07/2018,991001001626377,Guinness,Male,Yearling,C,1,C1,5.4,145,150.4
02/07/2018,991001001626378,Erdinger,Male,Adult,B,1,B1,4.9,46.5,51.4
08/07/2018,991001001626379,Paneer,Female,Yearling,D,1,D1,5.7,116,121.7
13/09/2018,991001001626379,Paneer,Female,Yearling,F,1,F1,5.5,67.5,73.0
29/06/2018,991001001626380,Urzica,Male,Yearling,C,1,C1,5.4,68.5,73.9
24/05/2018,991001001626382,Xun,Male,Adult,E,1,E1,5.5,45.5,51.0
26/05/2018,991001001626383,Celesta,Female,Adult,F,1,F1,5.5,68.5,74.0
26/05/2018,991001001626384,Djembe,Male,Adult,D,1,D1,5.7,122,127.7
24/05/2018,991001001626385,Yehu,Male,Yearling,D,1,D1,5.7,129,134.7
25/05/2018,991001001626386,Alboka,Female,Adult,E,1,E1,5.5,79.5,85.0
24/05/2018,991001001626387,Walaycho,Male,Yearling,D,1,D1,5.7,142.5,148.2
24/05/2018,991001001626388,Waj,Female,Adult,D,1,D1,5.7,111.5,117.2
24/05/2018,991001001626389,Yangqin,Female,Adult,D,1,D1,5.7,123.5,129.2
24/05/2018,991001001626390,Ugal,Female,Yearling,D,1,D1,5.7,102,107.7
15/06/2019,991001001626431,Baalbo,Male,Yearling,E,1,E1,5.5,126,131.5
15/06/2019,991001001626433,Rana,Female,Yearling,C,1,C1,5.4,59.5,64.9
30/09/2018,991001001626434,Olea,Female,Yearling,E,1,E1,5.5,72.5,78.0
29/09/2018,991001001626435,Nutmeg,Female,Yearling,C,1,C1,5.4,109,114.4
01/10/2018,991001001626437,Vitex,Male,Yearling,E,1,E1,5.5,69.5,75.0
17/06/2019,991001001626438,Orthosie,Female,Yearling,D,1,D1,5.7,133.5,139.2
29/09/2018,991001001626439,Tipu,Male,Yearling,E,1,E1,5.5,122.5,128.0
01/06/2019,991001001626439,Tipu,Male,Adult,E,1,E1,5.5,127,132.5
29/04/2019,991001001626442,Zaysan,Female,Yearling,D,1,D1,5.7,98.5,104.2
29/04/2019,991001001626443,Leith,Male,Yearling,C,1,C1,5.4,132,137.4
01/06/2019,991001001626444,Day-Lewis,Male,Yearling,D,1,D1,5.7,134.5,140.2
18/05/2019,991001001626445,Lapras,Female,Yearling,E,1,E1,5.5,129,134.5
31/05/2019,991001001626446,Upas,Female,Adult,C,1,C1,5.4,129.5,134.9
28/05/2019,991001001626448,Titi,Female,Yearling,D,1,D1,5.7,118,123.7
14/08/2019,991001001626448,Titi,Female,Yearling,D,1,D1,5.7,131,136.7
05/06/2019,991001001626450,Doubah,Female,Yearling,E,1,E1,5.5,96.5,102.0
28/06/2018,991001001626471,Vonn,Female,Yearling,D,1,D1,5.7,121,126.7
28/06/2018,991001001626472,Icho,Male,Adult,F,1,F1,5.5,85,90.5
29/06/2018,991001001626473,Xiang,Female,Adult,C,1,C1,5.4,94.5,99.9
28/06/2018,991001001626476,Orser,Male,Adult,F,1,F1,5.5,52.5,58.0
27/06/2018,991001001626477,Ewry,Male,Yearling,E,1,E1,5.5,132,137.5
27/06/2018,991001001626478,Torbill,Female,Yearling,D,1,D1,5.7,114,119.7
27/06/2018,991001001626479,Retton,Female,Yearling,B,1,B1,4.9,94,98.9
27/06/2018,991001001626480,Gebrselassie,Male,Yearling,D,1,D1,5.7,147,152.7
10/09/2018,991001001626484,Zighera,Female,Yearling,F,1,F1,5.5,75.5,81.0
07/06/2019,991001001626484,Zighera,Female,Adult,C,1,C1,5.4,98.5,103.9
09/09/2018,991001001626485,Entawak,Male,Yearling,E,1,E1,5.5,33,38.5
10/09/2018,991001001626487,Gambooge,Male,Yearling,F,1,F1,5.5,52.5,58.0
07/06/2019,991001001626487,Gambooge,Female,Adult,D,1,D1,5.7,138.5,144.2
09/09/2018,991001001626488,Yarg,Female,Yearling,E,1,E1,5.5,50.5,56.0
16/09/2018,991001001626489,Willamette,Male,Yearling,D,1,D1,5.7,97.5,103.2
10/09/2018,991001001626490,Fig,Male,Yearling,E,1,E1,5.5,105.5,111.0
02/07/2018,991001001626491,Warka,Female,Yearling,B,1,B1,4.9,79,83.9
01/07/2018,991001001626492,Unazuki,Female,Yearling,B,1,B1,4.9,142,146.9
01/07/2018,991001001626493,Zatopek,Male,Adult,C,1,C1,5.4,143.5,148.9
01/07/2018,991001001626494,Stavka,Female,Adult,B,1,B1,4.9,108,112.9
30/06/2018,991001001626495,Pietri,Male,Adult,D,1,D1,5.7,78,83.7
30/06/2018,991001001626496,Quebrada,Female,Adult,C,1,C1,5.4,67,72.4
30/06/2018,991001001626497,Voronin,Male,Yearling,C,1,C1,5.4,145,150.4
30/06/2018,991001001626498,Redgrave,Male,Yearling,D,1,D1,5.7,146,151.7
30/06/2018,991001001626500,Tomba,Male,Yearling,C,1,C1,5.4,133,138.4
22/09/2018,991001001626501,Fuye,Female,Yearling,E,1,E1,5.5,49,54.5
15/09/2018,991001001626502,Boquila,Female,Yearling,E,1,E1,5.5,37.5,43.0
21/09/2018,991001001626503,Enif,Female,Yearling,F,1,F1,5.5,77,82.5
24/09/2018,991001001626504,Juvisia,Female,Yearling,B,1,B1,4.9,76,80.9
23/09/2018,991001001626505,Ilona,Female,Yearling,D,1,D1,5.7,84.5,90.2
23/09/2018,991001001626506,Heze,Female,Yearling,D,1,D1,5.7,58,63.7
22/09/2018,991001001626507,Gomeisa,Female,Yearling,B,1,B1,4.9,82.5,87.4
21/09/2018,991001001626508,Pollux,Male,Adult,D,1,D1,5.7,83.5,89.2
26/09/2018,991001001626541,Umbriel,Male,Yearling,B,1,B1,4.9,103,107.9
25/09/2018,991001001626543,Regulus,Male,Yearling,D,1,D1,5.7,113.5,119.2
25/09/2018,991001001626544,Sulafat,Male,Yearling,E,1,E1,5.5,59.5,65.0
15/06/2019,991001001626545,Diglom,Male,Yearling,D,1,D1,5.7,114.5,120.2
26/09/2018,991001001626548,Khambalia,Female,Yearling,A,1,A1,3.7,54,57.7
26/09/2018,991001001626550,Tarf,Male,Adult,D,1,D1,5.7,141,146.7
01/08/2018,991001001626591,Vindemiatrix,Female,Yearling,C,1,C1,5.4,122.5,127.9
22/09/2018,991001001626591,Vindemiatrix,Female,Yearling,D,1,D1,5.7,94,99.7
10/02/2019,991001001626591,Vindemiatrix,Female,Yearling,F,1,F1,5.5,62.5,68.0
10/08/2018,991001001626592,Fingal,Male,Yearling,C,1,C1,5.4,123,128.4
01/08/2018,991001001626593,Tarazet,Female,Yearling,B,1,B1,4.9,66.5,71.4
26/09/2018,991001001626593,Tarazet,Female,Yearling,C,1,C1,5.4,71.5,76.9
09/08/2018,991001001626594,Wanaka,Female,Yearling,B,1,B1,4.9,133.5,138.4
26/04/2019,991001001626594,Wanaka,Female,Adult,E,1,E1,5.5,129.5,135.0
10/08/2019,991001001626594,Wanaka,Female,Adult,C,1,C1,5.4,119,124.4
01/08/2018,991001001626595,Urna,Female,Yearling,C,1,C1,5.4,110.5,115.9
21/09/2018,991001001626595,Urna,Female,Yearling,E,1,E1,5.5,69,74.5
09/08/2018,991001001626596,Xavantes,Female,Yearling,C,1,C1,5.4,144.5,149.9
10/08/2018,991001001626598,Geeveston,Male,Yearling,C,1,C1,5.4,143.5,148.9
01/08/2018,991001001626599,Jacrum,Male,Adult,B,1,B1,4.9,85.5,90.4
28/06/2019,991001002699452,Aden,Male,Yearling,E,1,E1,5.5,131.5,137.0
28/06/2019,991001002699457,Quinte,Female,Adult,C,1,C1,5.4,140,145.4
14/08/2019,991001002699458,Tullah,Male,Yearling,C,1,C1,5.4,145,150.4
14/08/2019,991001002699460,Ulverstone,Male,Yearling,C,1,C1,5.4,112.5,117.9
10/08/2019,991001002699501,Emita,Female,Yearling,C,1,C1,5.4,45,50.4
12/08/2019,991001002699502,Strathgordon,Male,Yearling,C,1,C1,5.4,112,117.4
10/08/2019,991001002699503,Gretna,Female,Adult,D,1,D1,5.7,125.5,131.2
10/08/2019,991001002699504,Flowerdale,Female,Yearling,D,1,D1,5.7,133.5,139.2
11/08/2019,991001002699505,Railton,Male,Yearling,D,1,D1,5.7,135.5,141.2
09/08/2019,991001002699507,Cressy,Female,Yearling,D,1,D1,5.7,84,89.7
10/08/2019,991001002699508,Deloraine,Female,Yearling,E,1,E1,5.5,48,53.5
11/08/2019,991001002699510,Quoin,Male,Yearling,D,1,D1,5.7,99.5,105.2
